Date,Customer,Account number,Account name,Account status,Campaign name,Campaign status,Ad group ID,Ad group,Ad group status,Ad ID,Ad description,Ad distribution,Ad status,Ad title,Ad type,Tracking Template,Custom Parameters,Final Mobile URL,Final URL,Top vs. other,Display URL,Final App URL,Destination URL,Device type,Device OS,Delivered match type,BidMatchType,Language,Network,Currency code,Impressions,Clicks,Spend,Avg. position,Conversions,Assists
1/11/2026,11291897,F114CRSD,new-york-columbia2-pbpm,Active,PreMed,Active,[1222656952710366],PreMed - General,Active,[76416064653060],Realize your future in medicine. Postbac Premed at Columbia.,Search,Active,Considering Med School?,Text ad,,,,http://www.gs.columbia.edu/postbac/realize/?source=PGCN,Bing and Yahoo! search - Top,www.gs.columbia.edu,,,Computer,Unknown,Exact,Phrase,English,Bing and Yahoo! search,USD,3,0,0,2.33,0,0
1/11/2026,43235,X00086N2,atlanta-ATT,Active,Retail,Active,[2709719154],retail,Active,[6772783661],How about an upgrade? Launch your new career with AT&T today!,Search,Active,Retail Jobs at AT&T,Text ad,,,,,Bing and Yahoo! search - Top,att.jobs/careers/retail,,https://ad.doubleclick.net/ddm/clk/300162564;127096714;z?https://connect.att.jobs/careers/retail-jobs,Computer,Unknown,Exact,Broad,English,Bing and Yahoo! search,USD,2,0,0,4.5,0,0
1/11/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,CNA,Active,[4373720993],CNA Jobs,Active,[10984285473],Join an Organization Committed to Caring for Patients & Employees.,Search,Active,CNA Jobs,Text ad,,,,https://jobs.hcr-manorcare.com?ss=paid,Bing and Yahoo! search - Top,jobs.hcr-manorcare.com,,,Computer,Unknown,Exact,Broad,English,Bing and Yahoo! search,USD,1,0,0,1,0,0
1/11/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Occupational Therapy,Active,[4373721035],OT Jobs,Active,[10984285557],Become a Part of the Highest Quality Healthcare Services.,Search,Active,Occupational Therapy Jobs,Text ad,,,,https://jobs.hcr-manorcare.com?ss=paid,Bing and Yahoo! search - Top,jobs.hcr-manorcare.com,,,Computer,Unknown,Exact,Broad,English,Bing and Yahoo! search,USD,1,0,0,1,0,0
1/11/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Physical Therapy,Active,[4373721038],Physical Therapist Jobs,Active,[10984285564],Join a Company Offering Real Growth and Advancement. Learn More!,Search,Active,Physical Therapist Jobs,Text ad,,,,https://jobs.hcr-manorcare.com?ss=paid,Bing and Yahoo! search - Top,jobs.hcr-manorcare.com,,,Computer,Unknown,Exact,Broad,English,Bing and Yahoo! search,USD,1,0,0,2,0,0
1/11/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Physical Therapy,Active,[4373721041],Physical Therapy Jobs,Active,[10984285569],"A Rewarding Career Offering Stability, Growth, & Advancement.",Search,Active,Physical Therapy Jobs,Text ad,,,,https://jobs.hcr-manorcare.com?ss=paid,Bing and Yahoo! search - Top,jobs.hcr-manorcare.com,,,Computer,Unknown,Exact,Broad,English,Bing and Yahoo! search,USD,1,0,0,2,0,0
1/11/2026,43235,X00086N2,atlanta-ATT,Active,Brand,Active,[2709719083],AT&T,Active,[6772783690],We're connecting the world like never before. Apply today!,Search,Active,Jobs and Careers at AT&T,Text ad,,,,,Bing and Yahoo! search - Top,att.jobs,,https://ad.doubleclick.net/ddm/clk/300454669;127096098;o?https://connect.att.jobs,Computer,Windows,Exact,Exact,English,Bing and Yahoo! search,USD,61,29,1.45,1.07,2,1
1/11/2026,43235,X00086N2,atlanta-ATT,Active,Brand,Active,[2709719083],AT&T,Active,[6772783691],Together we can do great things. Explore the possibilities.,Search,Active,Jobs and Careers at AT&T,Text ad,,,,,Bing and Yahoo! search - Top,att.jobs,,https://ad.doubleclick.net/ddm/clk/300454669;127096098;o?https://connect.att.jobs,Computer,Windows,Exact,Exact,English,Bing and Yahoo! search,USD,98,36,1.93,1.05,0,0
1/11/2026,43235,X00086N2,atlanta-ATT,Active,Brand,Active,[2709719085],att,Active,[6772783695],Together we can do great things. Explore the possibilities.,Search,Active,Jobs and Careers at AT&T,Text ad,,,,,Bing and Yahoo! search - Top,att.jobs,,https://ad.doubleclick.net/ddm/clk/300454669;127096098;o?https://connect.att.jobs,Computer,Windows,Exact,Exact,English,Bing and Yahoo! search,USD,23,6,0.32,1.09,0,0
1/11/2026,43235,X00086N2,atlanta-ATT,Active,Brand,Active,[2709719085],att,Active,[6772783697],We're connecting the world like never before. Apply today!,Search,Active,Jobs and Careers at AT&T,Text ad,,,,,Bing and Yahoo! search - Top,att.jobs,,https://ad.doubleclick.net/ddm/clk/300454669;127096098;o?https://connect.att.jobs,Computer,Windows,Exact,Exact,English,Bing and Yahoo! search,USD,30,15,0.76,1.13,0,0
1/11/2026,11291897,F114CRSD,new-york-columbia2-pbpm,Active,Career Change - Dentistry/Doctor,Active,[1223756464181231],Career Change - Dentistry,Active,[76484784115966],Realize your future in dentistry. Postbac Premed at Columbia.,Search,Active,Dentistry at Columbia,Text ad,,,,http://www.gs.columbia.edu/postbac/realize/?source=PGCN,Bing and Yahoo! search - Top,www.gs.columbia.edu,,,Computer,Windows,Exact,Phrase,English,Bing and Yahoo! search,USD,1,0,0,1,0,0
1/11/2026,11291897,F114CRSD,new-york-columbia2-pbpm,Active,Career Change - General,Active,[1210562324652035],Career Change - General2,Active,[75660150398447],Realize your future in medicine. Postbac Premed at Columbia.,Search,Active,Looking For A New Career?,Text ad,,,,http://www.gs.columbia.edu/postbac/realize/?source=PGCN,Bing and Yahoo! search - Top,www.gs.columbia.edu,,,Computer,Windows,Exact,Phrase,English,Bing and Yahoo! search,USD,2,0,0,3,0,0
1/11/2026,11291897,F114CRSD,new-york-columbia2-pbpm,Active,Career Change - General,Active,[1210562324652035],Career Change - General2,Active,[75660150398448],Pursue a future in medicine with Columbia Postbac Premed Program.,Search,Active,Time For A Career Change?,Text ad,,,,http://www.gs.columbia.edu/postbac/realize/?source=PGCN,Bing and Yahoo! search - Top,www.gs.columbia.edu,,,Computer,Windows,Exact,Phrase,English,Bing and Yahoo! search,USD,7,0,0,1.71,0,0
1/11/2026,11291897,F114CRSD,new-york-columbia2-pbpm,Active,Career Change - Medical/EMT/Paramedic,Active,[1209462813024242],Career Change - EMT,Active,[75591430919780],Realize your future in emergency medicine. Columbia Postbac Premed,Search,Active,EMT Program at Columbia,Text ad,,,,http://www.gs.columbia.edu/postbac/realize/?source=PGCN,Bing and Yahoo! search - Top,www.gs.columbia.edu,,,Computer,Windows,Exact,Phrase,English,Bing and Yahoo! search,USD,11,0,0,2.91,0,0
1/11/2026,11291897,F114CRSD,new-york-columbia2-pbpm,Active,Career Change - Medical/EMT/Paramedic,Active,[1209462813024242],Career Change - EMT,Active,[75591430919782],Pursue a future in emergency medicine with Columbia Postbac,Search,Active,Time For A Career Change?,Text ad,,,,http://www.gs.columbia.edu/postbac/realize/?source=PGCN,Bing and Yahoo! search - Top,www.gs.columbia.edu,,,Computer,Windows,Exact,Phrase,English,Bing and Yahoo! search,USD,1,0,0,4,0,0
1/11/2026,11291897,F114CRSD,new-york-columbia2-pbpm,Active,Career Change - Occupational/Physical Therapist - Content,Active,[1219358417663691],Career Change - Occupational Therapist - Content,Active,[76209906220239],Realize your future in occupational therapy. Postbac Premed at Columbia,Search,Active,Occup. Therapy Program,Text ad,,,,http://www.gs.columbia.edu/postbac/realize/?source=PGCN,Bing and Yahoo! search - Top,www.gs.columbia.edu,,,Computer,Windows,Exact,Phrase,English,Bing and Yahoo! search,USD,1,0,0,4,0,0
1/11/2026,11291897,F114CRSD,new-york-columbia2-pbpm,Active,Career Change - Occupational/Physical Therapist - Content,Active,[1220457929291868],Career Change - Physical Therapist - Content,Active,[76278625683346],Realize your future in physical therapy. Postbac Premed at Columbia,Search,Active,Physical Therapy Program,Text ad,,,,http://www.gs.columbia.edu/postbac/realize/?source=PGCN,Bing and Yahoo! search - Top,www.gs.columbia.edu,,,Computer,Windows,Exact,Phrase,English,Bing and Yahoo! search,USD,9,0,0,1.67,0,0
1/11/2026,11291897,F114CRSD,new-york-columbia2-pbpm,Active,Career Change - Occupational/Physical Therapist - SN,Active,[1217159394414521],Career Change - Occupational Therapist,Active,[76072467259269],Realize your future in occupational therapy. Postbac Premed at Columbia,Search,Active,Occup. Therapy Program,Text ad,,,,http://www.gs.columbia.edu/postbac/realize/?source=PGCN,Bing and Yahoo! search - Top,www.gs.columbia.edu,,,Computer,Windows,Exact,Phrase,English,Bing and Yahoo! search,USD,1,0,0,4,0,0
1/11/2026,11291897,F114CRSD,new-york-columbia2-pbpm,Active,Career Change - Occupational/Physical Therapist - SN,Active,[1218258906033354],Career Change - Physical Therapist,Active,[76141186733037],Realize your future in physical therapy. Postbac Premed at Columbia,Search,Active,Physical Therapy Program,Text ad,,,,http://www.gs.columbia.edu/postbac/realize/?source=PGCN,Bing and Yahoo! search - Top,www.gs.columbia.edu,,,Computer,Windows,Exact,Phrase,English,Bing and Yahoo! search,USD,95,2,1.6,2.95,0,0
1/11/2026,11291897,F114CRSD,new-york-columbia2-pbpm,Active,Career Change - Pharmacist/Physician Assistant,Active,[1208363301403297],Career Change - Pharmacist,Active,[75522711451817],Realize your Future in Pharmacy? Postbac Premed at Columbia,Search,Active,Pharmacy Program,Text ad,,,,http://www.gs.columbia.edu/postbac/realize/?source=PGCN,Bing and Yahoo! search - Top,www.gs.columbia.edu,,,Computer,Windows,Exact,Phrase,English,Bing and Yahoo! search,USD,6,0,0,2.83,0,0
1/11/2026,11291897,F114CRSD,new-york-columbia2-pbpm,Active,Career Change - Pharmacist/Physician Assistant - Content,Active,[1218258906033370],Career Change - Pharmacist - Content,Active,[76141186733040],Realize your Future in Pharmacy? Postbac Premed at Columbia,Search,Active,Pharmacy Program,Text ad,,,,http://www.gs.columbia.edu/postbac/realize/?source=PGCN,Bing and Yahoo! search - Top,www.gs.columbia.edu,,,Computer,Windows,Exact,Phrase,English,Bing and Yahoo! search,USD,5,1,4.19,2.2,0,0
1/11/2026,11291897,F114CRSD,new-york-columbia2-pbpm,Active,Career Change - Psychologist,Active,[1223756464181263],Career Change - Psychologist,Active,[76484784115972],Realize your future in psychology Postbac Premed at Columbia,Search,Active,Psychologist Program,Text ad,,,,http://www.gs.columbia.edu/postbac/realize/?source=PGCN,Bing and Yahoo! search - Top,www.gs.columbia.edu,,,Computer,Windows,Exact,Phrase,English,Bing and Yahoo! search,USD,1,0,0,4,0,0
1/11/2026,11291897,F114CRSD,new-york-columbia2-pbpm,Active,Career Change - Veterinarian,Active,[1216059882782056],Career Change - Veterinarian,Active,[76003747777036],Realize your future in Veterinary Medicine. Postbac Premed @ Columbia,Search,Active,Veterinarian Programs,Text ad,,,,http://www.gs.columbia.edu/postbac/realize/?source=PGCN,Bing and Yahoo! search - Top,www.gs.columbia.edu,,,Computer,Windows,Exact,Phrase,English,Bing and Yahoo! search,USD,8,0,0,3,0,0
1/11/2026,11291897,F114CRSD,new-york-columbia2-pbpm,Active,PreMed,Active,[1221557440922157],PreMed - Dentistry,Active,[76347345168704],Realize your future in dentistry. Postbac Premed at Columbia.,Search,Active,{KeyWord: Dental School},Text ad,,,,http://www.gs.columbia.edu/postbac/realize/?source=PGCN,Bing and Yahoo! search - Top,www.gs.columbia.edu,,,Computer,Windows,Exact,Phrase,English,Bing and Yahoo! search,USD,4,2,3.25,2.75,0,0
1/11/2026,11291897,F114CRSD,new-york-columbia2-pbpm,Active,PreMed,Active,[1222656952710366],PreMed - General,Active,[76416064653060],Realize your future in medicine. Postbac Premed at Columbia.,Search,Active,Considering Med School?,Text ad,,,,http://www.gs.columbia.edu/postbac/realize/?source=PGCN,Bing and Yahoo! search - Top,www.gs.columbia.edu,,,Computer,Windows,Exact,Phrase,English,Bing and Yahoo! search,USD,11,0,0,2.73,0,0
1/11/2026,11291897,F114CRSD,new-york-columbia2-pbpm,Active,PreMed,Active,[1222656952710366],PreMed - General,Active,[76416064653061],Pursue a future in medicine with Columbia Postbac Premed Program.,Search,Active,Ivy League Postbac Premed,Text ad,,,,http://www.gs.columbia.edu/postbac/realize/?source=PGCN,Bing and Yahoo! search - Top,www.gs.columbia.edu,,,Computer,Windows,Exact,Phrase,English,Bing and Yahoo! search,USD,1,0,0,2,0,0
1/11/2026,11291897,F114CRSD,new-york-columbia2-pbpm,Active,PreMed,Active,[1223756464181247],PreMed - Public Health,Active,[76484784115968],Pursue a future in public health w/ Columbia Postbac Premed Program.,Search,Active,Public Health Degree,Text ad,,,,http://www.gs.columbia.edu/postbac/realize/?source=PGCN,Bing and Yahoo! search - Top,www.gs.columbia.edu,,,Computer,Windows,Exact,Phrase,English,Bing and Yahoo! search,USD,1,0,0,5,0,0
1/11/2026,11291897,F114CRSD,new-york-columbia2-pbpm,Active,PreMed,Active,[1223756464181247],PreMed - Public Health,Active,[76484784115969],Pursue a future in public health w/ Columbia Postbac Premed Program.,Search,Active,Ivy League Postbac Premed,Text ad,,,,http://www.gs.columbia.edu/postbac/realize/?source=PGCN,Bing and Yahoo! search - Top,www.gs.columbia.edu,,,Computer,Windows,Exact,Phrase,English,Bing and Yahoo! search,USD,1,0,0,3,0,0
1/11/2026,11291897,F114CRSD,new-york-columbia2-pbpm,Active,PreMed,Active,[1223756464181247],PreMed - Public Health,Active,[76484784115970],Realize your future in Public Health -Postbac Premed at Columbia.,Search,Active,Public Health School?,Text ad,,,,http://www.gs.columbia.edu/postbac/realize/?source=PGCN,Bing and Yahoo! search - Top,www.gs.columbia.edu,,,Computer,Windows,Exact,Phrase,English,Bing and Yahoo! search,USD,1,0,0,5,0,0
1/11/2026,43235,X00086N2,atlanta-ATT,Active,Retail,Active,[2709719154],retail,Active,[6772783661],How about an upgrade? Launch your new career with AT&T today!,Search,Active,Retail Jobs at AT&T,Text ad,,,,,Bing and Yahoo! search - Top,att.jobs/careers/retail,,https://ad.doubleclick.net/ddm/clk/300162564;127096714;z?https://connect.att.jobs/careers/retail-jobs,Computer,Windows,Exact,Broad,English,Bing and Yahoo! search,USD,2,0,0,2.5,0,0
1/11/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Brand,Active,[4373720997],HCR ManorCare Careers,Active,[10984285481],Search for Careers at HCR ManorCare. A Proven Leader.,Search,Active,HCR ManorCare Careers,Text ad,,,,https://jobs.hcr-manorcare.com?utm_source=bing.com&utm_campaign=2017_hcr_fixed_media&utm_medium=search_engine&utm_content=brand&ss=paid,Bing and Yahoo! search - Top,jobs.hcr-manorcare.com,,,Computer,Windows,Exact,Broad,English,Bing and Yahoo! search,USD,1,0,0,1,0,0
1/11/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Brand,Active,[4373720997],HCR ManorCare Careers,Active,[10984285482],Join a Company Offering Real Growth and Advancement. Learn More!,Search,Active,HCR ManorCare Careers,Text ad,,,,https://jobs.hcr-manorcare.com?utm_source=bing.com&utm_campaign=2017_hcr_fixed_media&utm_medium=search_engine&utm_content=brand&ss=paid,Bing and Yahoo! search - Top,jobs.hcr-manorcare.com,,,Computer,Windows,Exact,Broad,English,Bing and Yahoo! search,USD,3,2,0.62,1,0,0
1/11/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Brand,Active,[4373720998],HCR ManorCare Employment,Active,[10984285484],Search for Careers at HCR ManorCare. A Proven Leader.,Search,Active,HCR ManorCare Employment,Text ad,,,,https://jobs.hcr-manorcare.com?utm_source=bing.com&utm_campaign=2017_hcr_fixed_media&utm_medium=search_engine&utm_content=brand&ss=paid,Bing and Yahoo! search - Top,jobs.hcr-manorcare.com,,,Computer,Windows,Exact,Broad,English,Bing and Yahoo! search,USD,4,2,1.21,1,0,0
1/11/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Brand,Active,[4373720999],HCR ManorCare Jobs,Active,[10984285485],Search for Careers at HCR ManorCare. A Proven Leader.,Search,Active,HCR ManorCare Jobs,Text ad,,,,https://jobs.hcr-manorcare.com?utm_source=bing.com&utm_campaign=2017_hcr_fixed_media&utm_medium=search_engine&utm_content=brand&ss=paid,Bing and Yahoo! search - Top,jobs.hcr-manorcare.com,,,Computer,Windows,Exact,Broad,English,Bing and Yahoo! search,USD,5,3,1.12,1,0,0
1/11/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Brand,Active,[4373720999],HCR ManorCare Jobs,Active,[10984285486],Join a Company Offering Real Growth and Advancement. Learn More!,Search,Active,HCR ManorCare Jobs,Text ad,,,,https://jobs.hcr-manorcare.com?utm_source=bing.com&utm_campaign=2017_hcr_fixed_media&utm_medium=search_engine&utm_content=brand&ss=paid,Bing and Yahoo! search - Top,jobs.hcr-manorcare.com,,,Computer,Windows,Exact,Broad,English,Bing and Yahoo! search,USD,5,2,1.01,1,0,0
1/11/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,CNA,Active,[4373720993],CNA Jobs,Active,[10984285473],Join an Organization Committed to Caring for Patients & Employees.,Search,Active,CNA Jobs,Text ad,,,,https://jobs.hcr-manorcare.com?ss=paid,Bing and Yahoo! search - Top,jobs.hcr-manorcare.com,,,Computer,Windows,Exact,Broad,English,Bing and Yahoo! search,USD,10,2,6.23,1.4,0,0
1/11/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,CNA,Active,[4373720993],CNA Jobs,Active,[10984285474],Join a Company Offering Real Growth and Advancement. Learn More!,Search,Active,CNA Jobs,Text ad,,,,https://jobs.hcr-manorcare.com?ss=paid,Bing and Yahoo! search - Top,jobs.hcr-manorcare.com,,,Computer,Windows,Exact,Broad,English,Bing and Yahoo! search,USD,3,1,2.76,1.33,0,0
1/11/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Nurse Management,Active,[4373720982],RN Manager Jobs,Active,[10984285452],Join a Company Offering Real Growth and Advancement. Learn More!,Search,Active,RN Manager Jobs,Text ad,,,,https://jobs.hcr-manorcare.com?ss=paid,Bing and Yahoo! search - Top,jobs.hcr-manorcare.com,,,Computer,Windows,Exact,Broad,English,Bing and Yahoo! search,USD,1,1,1.28,2,0,0
1/11/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Nursing,Active,[4373721003],Nurse Careers,Active,[10984285493],"A Rewarding Career Offering Stability, Growth, & Advancement.",Search,Active,Nurse Careers,Text ad,,,,https://jobs.hcr-manorcare.com?ss=paid,Bing and Yahoo! search - Top,jobs.hcr-manorcare.com,,,Computer,Windows,Exact,Broad,English,Bing and Yahoo! search,USD,1,0,0,4,0,0
1/11/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Nursing,Active,[4373721005],Nurse Jobs,Active,[10984285498],"A Rewarding Career Offering Stability, Growth, & Advancement.",Search,Active,Nurse Jobs,Text ad,,,,https://jobs.hcr-manorcare.com?ss=paid,Bing and Yahoo! search - Top,jobs.hcr-manorcare.com,,,Computer,Windows,Exact,Broad,English,Bing and Yahoo! search,USD,1,0,0,4,0,0
1/11/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Nursing,Active,[4373721008],Registered Nurse Jobs,Active,[10984285503],"A Rewarding Career Offering Stability, Growth, & Advancement.",Search,Active,Registered Nurse Jobs,Text ad,,,,https://jobs.hcr-manorcare.com?ss=paid,Bing and Yahoo! search - Top,jobs.hcr-manorcare.com,,,Computer,Windows,Exact,Broad,English,Bing and Yahoo! search,USD,1,0,0,3,0,0
1/11/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Occupational Therapy,Active,[4373721032],Occupational Therapy Jobs,Active,[10984285551],Join a Company Offering Real Growth and Advancement. Learn More!,Search,Active,Occupational Therapy Jobs,Text ad,,,,https://jobs.hcr-manorcare.com?ss=paid,Bing and Yahoo! search - Top,jobs.hcr-manorcare.com,,,Computer,Windows,Exact,Broad,English,Bing and Yahoo! search,USD,1,0,0,2,0,0
1/11/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Occupational Therapy,Active,[4373721032],Occupational Therapy Jobs,Active,[10984285552],Become a Part of the Highest Quality Healthcare Services.,Search,Active,Occupational Therapy Jobs,Text ad,,,,https://jobs.hcr-manorcare.com?ss=paid,Bing and Yahoo! search - Top,jobs.hcr-manorcare.com,,,Computer,Windows,Exact,Broad,English,Bing and Yahoo! search,USD,1,0,0,1,0,0
1/11/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Occupational Therapy,Active,[4373721035],OT Jobs,Active,[10984285557],Become a Part of the Highest Quality Healthcare Services.,Search,Active,Occupational Therapy Jobs,Text ad,,,,https://jobs.hcr-manorcare.com?ss=paid,Bing and Yahoo! search - Top,jobs.hcr-manorcare.com,,,Computer,Windows,Exact,Broad,English,Bing and Yahoo! search,USD,1,0,0,1,0,0
1/11/2026,43235,X00086N2,atlanta-ATT,Active,Brand,Active,[2709719083],AT&T,Active,[6772783690],We're connecting the world like never before. Apply today!,Search,Active,Jobs and Careers at AT&T,Text ad,,,,,Bing and Yahoo! search - Top,att.jobs,,https://ad.doubleclick.net/ddm/clk/300454669;127096098;o?https://connect.att.jobs,Smartphone,iOS,Exact,Exact,English,Bing and Yahoo! search,USD,2,1,0.07,1,0,0
1/11/2026,43235,X00086N2,atlanta-ATT,Active,Brand,Active,[2709719083],AT&T,Active,[6772783691],Together we can do great things. Explore the possibilities.,Search,Active,Jobs and Careers at AT&T,Text ad,,,,,Bing and Yahoo! search - Top,att.jobs,,https://ad.doubleclick.net/ddm/clk/300454669;127096098;o?https://connect.att.jobs,Smartphone,iOS,Exact,Exact,English,Bing and Yahoo! search,USD,2,2,0.1,1,0,0
1/11/2026,43235,X00086N2,atlanta-ATT,Active,Brand,Active,[2709719083],AT&T,Active,[6772783690],We're connecting the world like never before. Apply today!,Search,Active,Jobs and Careers at AT&T,Text ad,,,,,Bing and Yahoo! search - Top,att.jobs,,https://ad.doubleclick.net/ddm/clk/300454669;127096098;o?https://connect.att.jobs,Smartphone,Android,Exact,Exact,English,Bing and Yahoo! search,USD,6,5,0.27,1.33,0,0
1/11/2026,43235,X00086N2,atlanta-ATT,Active,Brand,Active,[2709719083],AT&T,Active,[6772783691],Together we can do great things. Explore the possibilities.,Search,Active,Jobs and Careers at AT&T,Text ad,,,,,Bing and Yahoo! search - Top,att.jobs,,https://ad.doubleclick.net/ddm/clk/300454669;127096098;o?https://connect.att.jobs,Smartphone,Android,Exact,Exact,English,Bing and Yahoo! search,USD,1,0,0,1,0,0
1/11/2026,43235,X00086N2,atlanta-ATT,Active,Brand,Active,[2709719085],att,Active,[6772783697],We're connecting the world like never before. Apply today!,Search,Active,Jobs and Careers at AT&T,Text ad,,,,,Bing and Yahoo! search - Top,att.jobs,,https://ad.doubleclick.net/ddm/clk/300454669;127096098;o?https://connect.att.jobs,Smartphone,Android,Exact,Exact,English,Bing and Yahoo! search,USD,1,0,0,1,0,0
